age,dependents,account_age_months,num_products,avg_balance,monthly_mobile_logins,atm_txns_per_month,monthly_deposits,monthly_withdrawals,monthly_transfers,loan_repayment_history,complaints_count,days_since_last_complaint,satisfaction_rating,monthly_fees,gender,region,marital_status,occupation,education,account_type,sector,is_dormant,mobile_banking_active,ussd_usage,internet_banking_active,account_linkage_active,has_rel_manager,churned
,,63.0,2.0,9899.42284965092,9.0,6.0,,961.7562104660835,96.46569982126891,0.9254865667420102,0.0,156.0,4.097296141587313,5.929016892677995,Male,West,Single,Teacher,Bachelor,Checking,Finance,False,True,False,False,False,True,0
45.0,1.0,7.0,5.0,3263.9611712115848,10.0,4.0,1452.164079748855,240.62021868381524,76.97161745801039,0.7276415935985912,0.0,365.0,3.5268990478515994,38.57808597790648,Female,North,Single,Other,Master,Savings,Finance,False,False,True,True,False,False,0
39.0,1.0,,1.0,7656.091803095973,10.0,3.0,554.1498992145139,301.94646494725,36.73602033296437,0.8686346459515927,0.0,,5.0,6.381367559085774,Female,South,Married,Business,Bachelor,Savings,Finance,False,True,True,False,False,False,0
44.0,1.0,25.0,2.0,3065.715823862226,15.0,5.0,733.9868056970736,1163.6063649543366,79.13048363364072,0.9425256335079868,0.0,192.0,2.7241569580789444,8.373060845294686,Male,Central,Single,Engineer,Master,Checking,,,,True,True,False,False,0
40.0,1.0,84.0,2.0,2708.1393458416123,11.0,4.0,763.5193106425405,224.83512532453608,38.007854414664045,0.8905508275654467,0.0,323.0,2.921620426561648,13.722728432233772,Female,West,Single,Student,Master,Business,Other,False,True,False,True,False,False,0
20.0,1.0,120.0,3.0,2172.304673663153,9.0,,1340.540238020246,,502.373088253246,0.9520177916858305,0.0,113.0,3.2668524956503036,5.2288918423434705,Male,West,Divorced,Teacher,Bachelor,,Healthcare,False,,False,True,True,False,0
30.0,1.0,23.0,,1890.0995394087088,17.0,9.0,3681.185388134905,2625.079957140839,156.39206364752042,0.8536680852928388,2.0,299.0,3.5367146633065607,11.274066104902618,Female,South,Married,Business,Master,Savings,Other,False,True,False,False,False,False,0
38.0,3.0,31.0,1.0,5044.042987997353,8.0,6.0,1030.2182107707006,569.7992835049558,278.6434800848413,0.7959540827370573,2.0,134.0,3.460196619794996,4.385937034059147,Male,East,Married,Business,Bachelor,,Finance,False,True,False,True,True,False,0
27.0,1.0,49.0,5.0,1028.9681199661377,12.0,0.0,728.7998768953285,244.71308988473686,308.3368132552926,0.8126115305414024,1.0,113.0,,2.956011423054437,Female,East,Single,Engineer,High School,Checking,Other,False,True,False,False,False,False,0
45.0,0.0,13.0,2.0,931.7613559116655,8.0,3.0,1813.4293709163653,362.1119767417697,49.14360151059139,,2.0,46.0,2.784267950587427,100.0,Female,Central,Married,Teacher,Bachelor,Checking,Technology,True,False,True,True,True,False,0
55.0,3.0,9.0,4.0,7245.647919420824,11.0,4.0,2018.8989301436902,505.80874512681186,141.48774135197218,0.9052926626055354,0.0,360.0,3.3298917586934786,25.988793257875624,Female,West,Single,Doctor,,Checking,Finance,True,True,False,False,False,False,0
52.0,0.0,120.0,4.0,9553.736927011238,10.0,4.0,1334.6634640935054,528.7458209337914,147.28996895215897,0.8213193268867104,0.0,,2.505793968915455,,Male,East,Single,Engineer,Master,Savings,Other,False,True,False,False,False,False,0
37.0,3.0,20.0,2.0,16144.40619532629,10.0,7.0,525.7159156167792,444.66803843115224,13.845826711797217,0.8647536589789915,0.0,15.0,4.2882140887132225,4.180547515692095,Female,Central,Married,Student,High School,Business,Other,,True,,True,True,False,0
54.0,2.0,1.0,1.0,,16.0,4.0,290.3374353929667,423.1576237407977,155.12372949756312,0.8462936358212352,0.0,111.0,3.4353077925182225,5.582576155130639,Female,West,Single,Business,Bachelor,Investment,Finance,False,True,False,True,False,False,0
41.0,1.0,65.0,5.0,,13.0,6.0,835.2157280703665,198.18622818730736,15.88043077880325,0.6707454814856946,1.0,107.0,2.1333717339296108,0.639678034512963,Female,East,,Business,Bachelor,Business,Technology,False,True,True,True,True,False,0
36.0,2.0,32.0,5.0,449.49055703273586,7.0,5.0,3169.8430521982486,238.57870647150125,208.49932079619043,0.9646350058096572,0.0,68.0,4.2894126818144205,9.804077645669933,Male,South,Married,Doctor,,Business,Other,False,True,False,True,True,False,0
33.0,4.0,6.0,1.0,11265.576374234035,14.0,4.0,3073.938652745378,223.702555278076,219.12325991285448,0.9940438335713638,1.0,,4.642193983981041,11.119440514476409,Female,North,Single,Teacher,Master,Investment,Finance,False,True,True,True,True,True,0
36.0,1.0,1.0,4.0,7102.7552374707675,9.0,2.0,1185.5918269417493,203.08105399958112,67.72395858296353,0.8683025083597398,3.0,142.0,3.8221778111777622,10.980265558749124,Male,West,Divorced,Retired,Bachelor,,Healthcare,False,True,True,True,False,False,0
36.0,0.0,12.0,4.0,4728.229187033479,13.0,6.0,4237.209864368041,222.79444649034153,66.17096417523514,0.9422712257685951,0.0,87.0,3.0598821741280604,14.8216645160424,Female,,Married,Business,Bachelor,Checking,Education,False,True,True,False,True,False,0
41.0,4.0,94.0,3.0,5633.831911068127,9.0,4.0,1885.1805111972676,,132.7365631398335,0.9188452586757677,0.0,176.0,2.551912541863044,4.357274816065518,Female,South,Single,Teacher,Bachelor,Business,Retail,False,False,False,False,False,True,0
41.0,2.0,97.0,2.0,5909.749124232076,5.0,4.0,2273.515208729593,938.4226375175683,229.62574532803654,0.9388142539124866,0.0,365.0,4.98120678435422,44.66457827407897,Male,North,Single,Engineer,Master,Investment,Healthcare,False,False,False,False,True,False,0
40.0,3.0,13.0,2.0,19849.297166087137,9.0,8.0,1293.53989418512,6738.336014314551,95.24778856900983,0.7920571907034414,0.0,365.0,3.1201537111933386,13.943195753951866,Female,North,Widowed,,High School,Savings,Retail,False,False,False,False,True,,0
44.0,3.0,65.0,4.0,1001.169203374963,11.0,2.0,8087.339643157284,404.6009906829988,333.92609621680805,0.8970753351741219,0.0,173.0,4.141801268323541,2.3341317666557697,Female,West,Single,Student,Master,Savings,Healthcare,False,False,False,True,False,False,0
51.0,4.0,,2.0,1241.0031820587376,12.0,4.0,800.794755289284,1434.391414903831,27.060019174431314,0.7594076723002138,0.0,50.0,5.0,13.415344976318977,Male,,Single,Teacher,Bachelor,Savings,Education,False,True,False,True,True,False,0
49.0,0.0,38.0,1.0,4853.564774562036,,4.0,279.6598432761117,87.80924002202468,102.8087134093568,0.7584549617981712,3.0,7.0,4.9007340131266695,4.258017878265457,Male,South,Single,Doctor,Bachelor,Savings,Education,False,False,False,True,True,True,0
25.0,1.0,,5.0,6437.25579538053,10.0,8.0,1000.8591505712168,3054.5888529331105,92.22403577859866,0.8728184122738797,0.0,25.0,4.486905745134041,1.0973661643936683,Female,Central,Single,Doctor,,Investment,Healthcare,False,True,False,,False,True,0
18.0,1.0,26.0,3.0,890.7846432160613,9.0,,1535.654697388984,196.8539931181152,,0.9177636420332193,0.0,121.0,1.939877595618337,25.170057622535474,Male,East,Single,Business,High School,Business,Technology,False,False,,True,True,False,0
49.0,1.0,12.0,1.0,6825.964964418337,14.0,5.0,5398.811090582547,186.40017047904203,200.4756513260023,0.8169462156365537,0.0,35.0,2.90404390984849,1.9435759626749607,Male,Central,Single,Engineer,PhD,,,False,False,False,True,True,True,0
26.0,1.0,2.0,1.0,1913.1217488650695,6.0,3.0,,2581.6541904820265,112.28077348380664,0.745093020300035,0.0,89.0,3.909043496849683,4.753002008195524,Female,East,Married,Retired,Master,Savings,Education,False,True,True,False,False,False,0
37.0,0.0,5.0,,5007.536345184398,5.0,3.0,608.9629167025273,414.59404302753995,348.7097661351451,0.9304748956644886,0.0,19.0,1.541532150362422,6.484015952563698,Male,Central,Single,Business,Bachelor,Checking,Healthcare,False,True,False,True,False,False,0
28.0,1.0,12.0,2.0,818.4626244668744,17.0,3.0,1092.495713259831,95.67579994460098,,0.951620312946282,0.0,365.0,4.3050137292998345,25.667900246929566,,West,Married,Student,Master,Savings,Education,False,False,False,,False,False,0
21.0,1.0,120.0,5.0,432.2894994211111,7.0,10.0,197.26359739160344,7797.13860262411,586.4584754907295,0.5412975777812693,0.0,67.0,2.8863133207833007,7.111737892554634,Female,West,Single,,Master,Checking,Education,False,False,False,False,True,False,0
45.0,5.0,120.0,3.0,5291.402201849152,7.0,5.0,1206.526749392027,165.4658905200529,83.32812352078992,0.8739655308820178,0.0,134.0,3.9946279878824535,1.6005836247838543,Female,West,Married,Business,Master,Savings,Technology,False,True,True,True,True,False,0
,1.0,63.0,4.0,22045.13149946926,13.0,3.0,1285.5077151459584,291.70354742773617,67.71725362224764,,0.0,326.0,5.0,3.6413469478965155,Female,West,Married,Teacher,High School,Savings,Finance,,True,True,True,False,False,0
34.0,2.0,9.0,1.0,3106.872215223406,9.0,4.0,324.12995027168523,518.1514716350365,92.95645638564375,0.8524870475135339,0.0,36.0,5.0,4.955317680613062,Female,,Married,Other,Bachelor,Checking,Healthcare,False,False,False,True,False,False,0
18.0,2.0,20.0,1.0,18498.11401594432,15.0,2.0,,620.7426383682196,154.6228073994225,0.602337012157093,0.0,294.0,3.3173898886131514,5.047378320031581,Female,Central,Single,Doctor,Bachelor,Business,,,True,,True,True,True,0
34.0,2.0,20.0,1.0,751.8831837341486,8.0,3.0,1465.3373421140125,521.7033027549255,55.26401818099497,0.6451697526009558,1.0,285.0,2.212545191931955,11.629469590470277,,North,Single,Business,High School,Savings,Education,False,True,False,True,True,False,0
43.0,3.0,17.0,4.0,1232.0202147309622,12.0,7.0,495.17057709916713,43.953359842609565,52.41608118790888,0.786678651959289,0.0,294.0,2.153442979533303,14.904030640475499,Female,South,,Teacher,Bachelor,Checking,Technology,False,True,,False,True,False,0
25.0,2.0,1.0,2.0,4875.155357031862,11.0,5.0,2037.7657506381101,104.77369610797325,238.71441462125176,0.8876680575731914,0.0,79.0,2.660316906038638,6.988703165562003,Male,South,,Other,Bachelor,Checking,Finance,False,True,True,False,False,False,0
41.0,1.0,27.0,2.0,5103.6043219469275,13.0,6.0,2083.067633021728,749.5302838166639,141.1039551946768,0.9464459185165003,1.0,6.0,1.779000531902202,5.566212521302018,Male,East,Single,Student,Bachelor,Savings,Retail,False,True,False,False,False,False,0
39.0,1.0,2.0,5.0,1798.040137178227,13.0,6.0,2359.029806177448,117.25671463948422,113.41772503297425,0.803691801045916,1.0,227.0,4.039465441154728,6.536179568353097,Male,East,Single,Teacher,High School,Checking,Healthcare,False,True,False,True,False,False,0
45.0,2.0,58.0,2.0,5360.522442341274,9.0,5.0,7571.0249929361125,109.5708549753463,205.78517497703848,0.7794119930966533,0.0,365.0,2.111409019418627,2.2280239207988437,Female,North,Single,,Bachelor,Checking,Other,False,True,,True,False,False,0
41.0,1.0,,2.0,1741.5657987022128,4.0,,473.997888784818,372.36558607438394,,0.7136285231772115,1.0,226.0,4.817219927981909,2.6746331500093343,Male,West,,,Master,Investment,Other,False,True,False,True,True,False,0
30.0,3.0,15.0,3.0,3353.244841388954,9.0,2.0,2119.4813134817555,3286.1505075669293,,,0.0,104.0,3.454425180601185,3.851623676085818,Male,West,Widowed,Teacher,Master,Savings,Healthcare,False,False,True,False,True,False,0
51.0,4.0,37.0,3.0,4225.335360958007,5.0,6.0,2754.860863899775,421.64023181545815,108.9134259897839,0.8825219167940577,2.0,77.0,2.6751426383785075,3.1160252140580567,Male,West,Single,Teacher,Master,Savings,Retail,False,False,True,False,False,True,0
38.0,2.0,9.0,2.0,18989.891878263203,13.0,6.0,2485.1318042440753,868.8306256519816,,0.6811264828435618,0.0,41.0,3.1558857461790186,9.852282746843194,,East,Widowed,Other,,Checking,Education,False,False,False,True,True,False,0
39.0,1.0,,3.0,1238.2035985303671,13.0,6.0,128.37316854356789,2628.900069305533,240.0509647452593,0.8490846543339281,0.0,182.0,2.7897202578850373,5.143608681206729,,East,Married,Other,Master,,Healthcare,True,True,False,True,False,True,0
30.0,0.0,13.0,5.0,5418.476846323485,10.0,3.0,1364.77348884953,1249.4806035114318,509.72634143120246,0.5688154679916384,1.0,219.0,3.2742547962422166,4.163730777519842,Female,South,Married,,High School,Checking,Education,False,True,True,True,True,False,0
35.0,1.0,57.0,2.0,,6.0,3.0,610.5530299770587,202.09258339520667,100.354445156842,0.7291387240396708,1.0,139.0,3.03585156444155,23.32983478099221,Male,South,,Business,PhD,Business,Technology,False,False,True,True,False,False,0
,1.0,8.0,3.0,29387.380637946117,5.0,6.0,608.1642119932126,625.4235072125215,594.2916616427065,0.8245662545413907,0.0,197.0,3.4760357340690735,6.381280513429567,Female,South,Widowed,,Master,Business,Technology,False,True,True,False,False,False,0
38.0,,29.0,4.0,13623.467337016164,7.0,1.0,1349.30403253535,6978.343006773056,203.49834562506194,0.7318914514201736,2.0,88.0,4.129568686907094,8.142220423729196,Female,East,Married,Teacher,,Checking,Other,True,True,False,False,False,False,0
57.0,0.0,8.0,3.0,5906.604458629613,15.0,3.0,322.9612379737466,355.71984022156374,60.82301025754946,0.8751783483810751,0.0,66.0,3.47358313620786,5.835417284636742,Female,East,Married,Student,Master,Savings,Retail,False,True,False,True,False,False,0
26.0,0.0,12.0,3.0,427.1109368673759,11.0,3.0,363.4887243119128,292.6927918831277,271.80966218859373,0.8456258130675062,1.0,329.0,3.1896296132015025,3.0380578939783134,Female,North,Single,Teacher,Master,Savings,Healthcare,,True,False,False,False,False,0
23.0,1.0,9.0,4.0,4827.741637078714,12.0,3.0,771.18377029804,385.5909292474577,61.5254202414414,0.8632921089755867,1.0,254.0,3.1111796092525217,11.283239586532599,Female,Central,Single,Business,High School,Business,Education,False,False,False,True,False,True,0
54.0,3.0,37.0,5.0,9060.202079229935,9.0,6.0,715.2085664249228,375.7632284303061,97.43224116763784,0.774687913658651,2.0,257.0,3.3038475408035373,6.143545935712865,Female,Central,Single,,Bachelor,Investment,Healthcare,False,True,,False,False,False,0
37.0,1.0,26.0,4.0,1003.7281059990291,10.0,,1784.094689724146,505.6489813022167,149.95463738073013,0.8041292394911054,0.0,7.0,,12.45630520078978,Male,South,Single,Teacher,Bachelor,Savings,Healthcare,False,True,True,False,True,False,0
33.0,1.0,45.0,5.0,1254.6184747273983,13.0,2.0,2124.8794397764536,786.7885762507163,168.21578983335246,0.7707969304525205,0.0,22.0,3.418900063180943,1.8085028237467964,Male,Central,Single,Doctor,Master,Checking,Retail,False,False,,False,False,False,0
50.0,1.0,8.0,4.0,18361.424414573667,14.0,4.0,1653.0788632103445,331.44094126394333,38.989609124151485,0.9258545817858627,1.0,119.0,2.9620506699084954,3.486633026636445,Female,North,Single,Student,Bachelor,Savings,,True,True,True,True,False,False,0
33.0,2.0,,5.0,10400.157202034572,8.0,6.0,8463.275643574603,2015.701971823345,186.41590101756,0.9521021088548763,0.0,7.0,4.318353302456253,20.31221284069878,Female,East,Married,Engineer,PhD,,Retail,False,,False,True,,True,0
58.0,5.0,41.0,5.0,649.6963393145685,8.0,8.0,1480.7672077522068,373.39068373453466,610.5800039789938,0.9013886860631887,1.0,319.0,3.716425570574533,,Female,North,Married,Retired,High School,Checking,Education,False,True,,True,False,False,0
46.0,2.0,4.0,,3061.064168899189,6.0,6.0,2573.7939605521246,457.48293442759234,333.4641721992724,0.8989426852912682,1.0,302.0,2.919747457760489,1.7893725213755505,Female,West,Single,Other,Bachelor,Checking,Technology,False,,False,True,False,False,0
35.0,3.0,10.0,1.0,2949.077889517341,12.0,5.0,,283.74440405544334,432.4162539955542,0.8151772036576834,0.0,198.0,2.523475188223297,2.1189967408352626,Female,,Married,Engineer,Bachelor,Savings,Retail,False,True,,True,False,False,0
61.0,3.0,13.0,3.0,14568.218478748824,6.0,2.0,1329.6034054289057,27.461437366640723,84.68281193939573,0.8219463402211102,1.0,17.0,3.352270690884077,3.882110897898117,Female,East,Widowed,Teacher,Master,Savings,Other,True,True,False,True,False,False,0
33.0,1.0,49.0,4.0,15753.519961909016,12.0,3.0,624.553238121081,1052.4203792997587,117.15521083487583,0.8474799648448,1.0,21.0,4.083191353837458,27.560357795085842,Male,North,Divorced,Engineer,Bachelor,Savings,Healthcare,False,False,False,True,False,False,0
47.0,2.0,35.0,5.0,4034.699267773674,5.0,9.0,4393.36053914895,150.08677699282342,402.75491995508605,,1.0,121.0,3.4963550441336353,2.65722525464354,Female,North,Single,Student,High School,Business,Retail,,True,False,True,False,False,0
42.0,1.0,7.0,1.0,,15.0,5.0,310.54528058685145,338.9516145527522,41.8530158617963,0.47398689848605097,0.0,115.0,3.2370848526933456,10.183399316155448,,Central,Single,Doctor,High School,Checking,Finance,False,True,True,False,False,True,0
53.0,0.0,32.0,3.0,1948.4774249974669,10.0,5.0,2840.5829485204467,90.36139061737146,218.7231359710115,0.7042357397829848,0.0,46.0,4.6003344230283805,3.804451655747038,Male,Central,Married,Teacher,Bachelor,Savings,Technology,False,False,True,True,False,False,0
55.0,1.0,44.0,3.0,487.7615786541065,9.0,6.0,4474.036035762792,,74.16078527182611,0.6590905912778448,0.0,152.0,4.566216204971114,14.583127164141933,Male,East,Single,Student,Bachelor,Savings,Retail,False,True,False,False,True,True,1
40.0,,17.0,3.0,627.7303279182912,12.0,5.0,1411.5308526164192,606.0129802981177,110.78601230661234,0.9570767150114146,1.0,34.0,3.0937521232370426,17.135407069386886,Female,East,Married,Engineer,PhD,Checking,Healthcare,False,False,,False,False,False,0
32.0,1.0,10.0,1.0,44315.16224021803,7.0,6.0,1943.778254411377,229.03760148728065,107.58213140566552,0.7174611044371146,1.0,257.0,2.680530190983056,62.38813474328104,,North,Single,Other,High School,Savings,Technology,False,False,False,,True,False,0
44.0,2.0,40.0,2.0,2195.76401488037,9.0,6.0,376.1754971466236,312.1611675163837,545.8863125633478,0.6652767320192049,1.0,76.0,4.315296161293522,5.5437834493346365,Male,North,,Other,Bachelor,Checking,Education,False,True,True,True,False,False,0
33.0,1.0,33.0,3.0,2216.090856629311,13.0,6.0,1462.969318062545,670.1497273708851,126.15754182533071,0.929961389780417,0.0,95.0,3.7916224227876008,25.632010484329527,Female,West,Divorced,Student,Master,Checking,Education,False,True,True,False,True,True,0
60.0,2.0,2.0,2.0,2602.371724331858,16.0,1.0,435.79199479535043,242.69609399396964,1109.8048312457595,0.5397582504445936,0.0,171.0,,3.543387995252009,Female,West,,Business,PhD,Investment,Education,False,False,True,,True,False,0
41.0,5.0,,2.0,3336.6328139204343,12.0,5.0,849.0665720284031,588.2426228757643,105.25844813109335,0.7152576142070638,0.0,51.0,5.0,4.250790831720376,Male,South,Married,Business,Bachelor,Savings,Healthcare,False,True,False,False,False,False,0
36.0,0.0,24.0,2.0,,9.0,7.0,565.2875645510367,314.1083472717382,315.10715021233267,,0.0,24.0,2.4117378030168584,6.815303457256668,Female,South,Married,Teacher,High School,Savings,Retail,False,True,True,True,False,False,1
41.0,1.0,50.0,3.0,1170.87891579825,16.0,5.0,3638.511391505381,738.6410338530211,218.08201431756984,0.862716058729462,0.0,111.0,4.533624528253702,5.945263401388843,Male,North,Divorced,Business,Bachelor,Savings,Technology,False,False,True,True,False,False,0
26.0,2.0,7.0,5.0,13585.51281704748,5.0,6.0,2333.308114049551,136.2855819916792,137.81214509373692,0.7556833558572548,,165.0,2.923777356593467,13.218622597295344,Female,Central,Widowed,,Bachelor,Checking,,False,True,False,True,False,False,0
30.0,1.0,10.0,2.0,1546.4234172822905,13.0,10.0,1606.6567975211449,178.80229165988513,167.75788493440885,0.8905923463522515,0.0,365.0,3.5103344120230027,45.858993107353896,Female,South,Single,Business,Bachelor,Checking,Finance,,False,False,True,False,,0
52.0,3.0,28.0,1.0,539.6632220678954,10.0,,283.53053023998365,6251.421298574726,239.35063796230156,0.7640424854503935,1.0,324.0,2.2812434655848564,3.09041703821825,Female,Central,Divorced,Engineer,Master,Checking,Technology,False,False,False,False,False,True,0
33.0,2.0,23.0,1.0,752.1276193584898,12.0,6.0,1863.693722016202,328.0842320327105,68.73090516748627,0.8794551652296901,1.0,186.0,4.019559572051078,19.404877376782608,Female,,Married,Engineer,Bachelor,Checking,Finance,,False,False,False,False,True,0
,4.0,17.0,2.0,2944.027187654528,9.0,2.0,869.7990583850805,119.53701682464136,107.7875030993026,0.8381952501011887,0.0,28.0,3.394938719735628,11.82717561594913,Female,Central,Single,Other,Bachelor,Business,Technology,False,True,False,True,False,False,0
45.0,2.0,49.0,2.0,7505.846853724418,9.0,7.0,377.319376585983,87.00321645952617,62.99795399723464,0.8565326996832517,1.0,181.0,2.3891167666504014,36.61325016671209,Male,West,Single,Other,Bachelor,Savings,Education,False,False,True,True,True,False,0
51.0,0.0,,2.0,6637.719647470162,17.0,4.0,1172.3230556252922,,62.25771253854022,,0.0,73.0,2.81587211281866,26.711696950142258,Male,,Married,Engineer,PhD,Checking,Healthcare,False,True,True,False,False,False,0
47.0,1.0,44.0,1.0,10724.162600401432,20.0,2.0,817.297794320353,364.64641866094837,91.33837879906007,0.3984360155816848,0.0,82.0,4.815544155585579,9.397729264118631,Female,North,Married,Other,High School,Checking,Healthcare,False,True,False,True,False,False,0
49.0,2.0,5.0,4.0,,10.0,4.0,3314.4129659692867,569.051405955944,87.66072034524619,0.9448619211570827,1.0,14.0,1.9244954306318665,2.871082695431095,Male,Central,,Engineer,Bachelor,Savings,Retail,False,True,True,False,False,False,0
32.0,1.0,47.0,5.0,11111.451829013782,8.0,5.0,2943.3175577280954,383.3334932699185,,0.8146422681054781,0.0,18.0,4.229475954447164,11.952583550106702,Female,West,Single,Business,Bachelor,Savings,Finance,False,,False,False,False,False,0
25.0,3.0,22.0,4.0,4904.702289100762,6.0,5.0,218.110675995566,169.11258061915828,158.77941697632764,0.8375525028763288,0.0,114.0,4.600538101533383,1.3563843455077287,Male,East,Single,Business,High School,Business,Other,False,True,,True,True,False,0
55.0,1.0,1.0,1.0,2165.0119262561457,8.0,5.0,7043.740123589444,1308.9250092315071,1121.4279189816618,0.9001808736357508,1.0,202.0,3.782253573817166,26.55857395813477,Female,North,Widowed,Retired,Bachelor,Savings,Other,False,True,False,True,True,True,0
36.0,4.0,9.0,1.0,1412.7499668590024,10.0,8.0,292.8418165265608,403.3945741668843,69.01519188979753,,,104.0,4.478280363526815,59.43640050994724,Male,South,Married,Business,Bachelor,Savings,Finance,False,True,True,,False,False,0
37.0,2.0,1.0,3.0,1183.5977615938996,,7.0,452.721786274386,1732.0137430739705,308.8821534414971,0.8779543063417012,0.0,365.0,3.365094491964591,10.538935017133728,Male,South,Married,Teacher,PhD,Checking,Technology,False,False,,,True,False,0
53.0,0.0,21.0,4.0,5082.543195611831,9.0,6.0,1570.4223028951305,5519.166471759673,30.39914663049628,0.7031196163692192,1.0,38.0,,10.688589853663126,Male,Central,Single,Business,PhD,Savings,Education,False,True,True,False,True,False,0
45.0,3.0,14.0,2.0,3194.568695745072,8.0,7.0,2934.070389252965,2332.5820532733846,38.519923872265956,0.778135410930882,0.0,365.0,4.088031506481884,9.306669864818058,Male,Central,Single,Retired,High School,Checking,Healthcare,False,True,True,True,False,True,0
44.0,0.0,120.0,2.0,484.33198245980265,10.0,4.0,291.5664393276647,2188.900338873512,187.33432353097902,0.8615101227491487,1.0,19.0,2.570599881175372,,Male,West,Married,Student,Bachelor,Checking,Healthcare,False,False,True,True,True,False,0
,1.0,73.0,1.0,2206.6794147600244,15.0,7.0,63.43291399971507,376.21357498396486,77.07139938820373,0.9047186059819246,0.0,111.0,3.994919135842787,4.794217397418085,Male,North,Single,Engineer,Bachelor,Savings,Other,False,True,False,True,False,False,0
33.0,3.0,62.0,3.0,1947.084869161226,13.0,8.0,555.4031095309143,181.71537513347715,191.64100824701944,0.7957561923850817,0.0,205.0,4.003078186133077,3.5509609406478657,Female,West,Married,Doctor,Bachelor,Savings,,False,True,False,False,,True,0
49.0,0.0,25.0,,9721.299517415582,,4.0,1733.468024539778,1899.8705148262002,626.1604728006296,,0.0,124.0,3.606278509329811,,Female,Central,,Teacher,Bachelor,Checking,Finance,False,True,True,False,False,False,0
40.0,4.0,59.0,3.0,4222.436011786115,8.0,8.0,506.858614169047,2742.405348392002,113.43519077617596,,1.0,93.0,2.634336805190857,26.45847042074488,Female,North,Single,Engineer,High School,Checking,Other,False,True,False,True,False,False,0
42.0,0.0,,5.0,1951.9327972964054,13.0,3.0,562.4993563826291,493.9045734342037,124.3606726442037,0.8912416343563736,1.0,211.0,3.1337344586724267,4.995846750176472,Female,Central,Married,Teacher,PhD,Savings,,False,True,False,False,False,False,0
55.0,4.0,29.0,3.0,1351.0788508662831,14.0,6.0,1625.718152916419,420.4174171023851,,0.7752559560868739,1.0,115.0,2.652154399761785,5.4229499975364535,Male,East,Widowed,Other,Bachelor,Business,Other,False,True,True,False,False,False,0
,2.0,17.0,5.0,3901.0343659118903,11.0,5.0,343.6881158876143,389.8313887713183,98.01705844332858,0.9473138349439778,0.0,50.0,2.52047988979517,8.458704017813728,Male,South,Single,Teacher,Bachelor,Savings,Education,False,True,True,False,False,False,0
45.0,2.0,6.0,4.0,1579.2852571179294,14.0,3.0,1256.214673643502,363.8100735611421,309.3342696382092,0.7512409546425292,1.0,169.0,3.9211662528264037,10.30820698156252,,South,Married,Student,High School,Savings,Technology,False,,False,False,True,False,0
50.0,2.0,2.0,2.0,696.5412939240973,9.0,5.0,583.1532670795034,371.4832214039604,139.4589012601252,,0.0,71.0,2.9901160011039445,1.5800458956067887,Male,East,Single,Teacher,Bachelor,Checking,Technology,False,True,False,False,False,False,0
36.0,1.0,29.0,5.0,4239.266910033096,11.0,6.0,6518.384433057913,988.4634530558002,,0.810945963069803,0.0,124.0,3.07640020969643,6.425145629410593,,North,,,Bachelor,Business,Technology,False,True,True,False,True,False,0
31.0,1.0,3.0,2.0,2759.6308091732767,,3.0,641.8983248149034,703.1583530637721,245.14768099584634,0.9273183915689268,1.0,,,3.700099605030409,Female,East,Single,Engineer,,Checking,Finance,False,True,False,,False,True,0
29.0,0.0,45.0,3.0,2478.01553256121,10.0,9.0,3190.673257217026,628.459366500045,477.48153838348304,0.7360046560267481,0.0,32.0,4.208035109643087,9.518047714720986,Male,East,Single,Business,Bachelor,Checking,Technology,False,False,False,True,True,False,0
20.0,4.0,91.0,3.0,3197.3090281280174,7.0,5.0,89.54533445738697,223.36155887308928,257.7187061617959,0.6579773768024713,0.0,144.0,3.8260613699739476,17.816908351533968,Female,West,Single,Teacher,Master,Investment,Finance,False,False,False,True,False,False,0
60.0,1.0,6.0,4.0,,9.0,4.0,2073.4575574120063,147.61863561562976,371.89096363847045,0.9798477101884804,,13.0,3.144893127318772,21.932239863081044,Male,West,Single,Engineer,Bachelor,Business,Technology,False,True,True,False,False,True,0
28.0,0.0,22.0,2.0,804.0462218087091,5.0,4.0,3902.4243209883225,365.07692343218923,157.85807076153307,0.5079985790385916,2.0,47.0,2.8454588157890175,5.867688319758267,Male,South,Single,Other,Bachelor,Checking,Education,False,False,True,True,False,False,0
37.0,1.0,48.0,4.0,1305.3050928870446,14.0,8.0,3603.1420227102794,223.6793083183604,196.85529596254628,0.7976098710526829,2.0,20.0,2.020993130653629,9.748968646278893,Female,North,Widowed,Doctor,PhD,Savings,Education,False,True,False,True,True,False,0
37.0,1.0,12.0,5.0,13043.601581586252,9.0,7.0,916.7827933391802,694.0355212376434,56.732390073864174,0.8610930104047293,0.0,255.0,5.0,3.909916194794801,Female,South,Single,Teacher,Bachelor,Savings,Retail,False,True,False,False,False,False,0
43.0,1.0,91.0,3.0,9080.675004357645,17.0,8.0,453.6577736495571,585.9947925694153,399.0700581989148,0.9472379285777067,0.0,146.0,3.6417462595023666,,,West,Married,Student,PhD,Checking,Retail,False,True,True,True,False,True,0
48.0,0.0,78.0,3.0,22844.5187022411,12.0,5.0,572.4215570291685,40.965880420251295,129.50396142728766,0.9449920008422954,1.0,365.0,3.826738034816088,0.692364355134559,Male,Central,Married,Business,High School,Savings,Technology,False,True,True,False,False,,0
