age,gender,region,marital_status,occupation,education,dependents,account_type,account_age_months,num_products,avg_balance,is_dormant,mobile_banking_active,monthly_mobile_logins,ussd_usage,internet_banking_active,atm_txns_per_month,account_linkage_active,monthly_deposits,monthly_withdrawals,monthly_transfers,loan_repayment_history,complaints_count,days_since_last_complaint,satisfaction_rating,has_rel_manager,sector,monthly_fees
42,Male,North,Married,Engineer,PhD,4,Current,48,2,23300.92954255004,False,True,49,True,False,17,True,28245.618858116188,9761.730746460675,5919.4247085717325,96.49187371994873,1,306,4.635704098805256,True,Healthcare,42.97150133072113
60,Female,South,Married,Technician,None,3,Savings,18,0,347.0849759349449,True,True,1,True,False,0,False,436.32425728555114,831.5204643437547,768.050670343618,3.352323414792351,10,46,1.3235773120070329,False,Unemployed,122.65829645021728
54,Female,East,Single,Teacher,Bachelors,4,Current,56,5,3081.360056248244,False,True,23,True,True,6,True,19518.6337835447,7289.514205249845,9457.24335915152,85.63235148504036,1,170,4.08548357101756,True,Manufacturing,15.047296444024608
27,Female,North,Married,Temporary Worker,None,0,Current,0,0,421.5873532306602,True,False,4,False,True,2,False,481.81496679376676,833.1826103523656,639.4426211988692,27.470796408714882,7,27,0.6245069464330576,False,Unknown,279.92159829024814
57,Male,South,Single,Technician,None,5,Savings,10,0,332.76319086073545,True,False,8,False,False,1,True,442.1264553063718,331.62139347683404,523.7985328203255,49.415655314707635,7,49,1.649764271370775,False,Retail,357.0057790090906
45,Male,East,Single,Engineer,Masters,2,Savings,110,4,7226.2599836053405,False,False,50,False,True,13,True,8955.345686767994,290.6756806855277,4322.7374532148215,85.82923055604633,1,299,4.6878319303119245,False,Services,98.28682427966703
42,Male,South,Single,Entrepreneur,PhD,0,Savings,52,2,47477.87584366792,False,True,35,True,True,9,False,20374.680270731747,9872.810503193832,8615.31253257078,95.5879671551526,0,153,4.677754784188599,True,Healthcare,86.37153319141439
31,Male,West,Single,Teacher,High School,1,Savings,43,5,28064.143845367053,False,True,34,True,True,9,False,10678.246046443448,7925.978564641052,9070.501439611895,96.66679701662459,0,213,4.7798421733190954,True,Agriculture,27.63071551442476
53,Male,North,Married,Unemployed,High School,1,Savings,2,2,413.92212726419086,True,False,3,True,False,2,True,43.23970212569294,260.4659744676155,575.7967819055157,45.8985874981011,8,44,1.1099189912241565,True,Unemployed,102.70779180933363
49,Female,North,Single,Technician,High School,2,Current,0,0,753.0386004806462,True,False,5,False,False,1,False,196.53310250415657,484.1386062566113,291.1923580296286,45.79259637872091,8,50,2.365903313474992,False,Unemployed,261.53049869984886
29,Male,West,Married,Temporary Worker,High School,5,Savings,13,0,849.9881444081047,True,True,10,True,False,0,False,13.926811176389275,703.4802150389654,462.47165979351854,23.40291588473683,7,34,2.2978898207405143,False,Retail,307.0816719698626
54,Female,North,Single,Technician,Masters,2,Current,70,1,18899.797731318784,False,False,45,True,True,11,False,3492.0434255426494,1219.1398377678786,2412.5751957430098,90.87273073252838,1,264,4.933389399050864,True,Services,98.31878213955362
53,Male,West,Single,Technician,Masters,2,Current,83,4,47753.178758218215,False,True,36,True,True,11,True,49340.499496438795,9190.752053416862,1303.246464939585,84.42452086370326,0,49,4.994054133730709,True,Services,28.042031567215954
32,Female,West,Single,Temporary Worker,High School,2,Savings,7,0,272.21832054670836,True,False,4,False,False,4,True,287.05229385312725,848.2963327962177,686.4944550466349,26.66478311165068,9,17,2.3355917750985378,False,Retail,380.0628089945866
59,Female,North,Married,Teacher,Masters,1,Savings,79,2,38590.27585973032,False,True,43,False,True,18,True,25773.461028076938,8483.36737865397,2022.3688702917802,95.88575206309406,1,249,4.43508551600081,False,Manufacturing,14.993065529959685
29,Male,North,Married,Teacher,Masters,4,Savings,104,3,46990.565174344054,False,True,47,True,True,11,False,15241.76701289133,8579.001302879184,4744.283575014779,88.23307538928412,0,180,4.680794613765907,False,Manufacturing,93.65417012275677
50,Male,South,Married,Technician,Masters,0,Current,47,3,18653.57025916112,False,True,21,False,True,7,False,4209.387010512954,6907.501571059387,910.4008141702365,98.88475184819251,1,98,4.243404623507225,True,Services,54.55707434729733
37,Female,East,Married,Technician,None,5,Savings,24,0,13.156087397802384,True,False,10,False,True,4,True,3.985209208996421,788.5249426139337,834.9062808082006,21.862614199473896,5,2,0.7989188119872772,False,Retail,221.94187719702256
40,Male,East,Single,Doctor,Bachelors,1,Savings,50,1,41433.426387663916,False,True,27,True,True,10,True,15252.742727627248,8601.660873813013,5191.021025563483,97.43613163018989,1,262,4.280753848510886,True,Manufacturing,78.96984414885023
30,Male,North,Single,Teacher,PhD,2,Savings,31,3,1476.2492210599894,False,True,49,True,True,13,False,37451.24719621306,1071.5248117101155,6194.084416592217,83.332176109542,0,151,4.880297794076995,False,Agriculture,75.05427320865725
40,Female,West,Single,Entrepreneur,PhD,4,Current,102,1,22521.203278821948,False,True,35,True,True,5,True,46877.72673125641,1855.58828700825,2316.247796653194,91.0999202596623,1,283,4.860019793588726,False,Manufacturing,21.01482815902573
32,Female,South,Single,Teacher,Masters,0,Savings,41,5,44380.672593162075,False,True,42,True,True,16,False,23834.44529210957,8437.607494651076,1265.1104562365006,92.43502568428043,0,201,4.715108367002336,True,Agriculture,98.91807547540236
29,Female,East,Single,Engineer,PhD,0,Current,33,3,16481.01921478522,False,True,41,True,False,10,True,48178.13728879901,6389.485863490201,7213.7977860339315,96.89694068245714,0,82,4.479407879295458,True,Services,78.36908702343965
38,Male,South,Single,Technician,High School,1,Savings,112,3,20970.808935450354,False,True,41,True,True,15,False,20960.199660549293,9346.955238788434,1189.8361261459922,96.65160730848623,1,342,4.106059216756111,True,Manufacturing,42.210703031587485
26,Male,North,Single,Teacher,Bachelors,4,Current,38,5,24786.341928158872,False,True,39,False,False,20,False,23921.10375339165,2250.031085254565,6437.573463892103,99.17372882948507,0,121,4.489249855297381,False,Manufacturing,78.39878820339848
62,Female,South,Married,Temporary Worker,None,3,Savings,3,1,13.058464831577798,True,False,2,True,True,2,False,140.08546739147604,317.4995423681295,14.12990146847648,43.75732051102558,8,21,1.4201190153238596,False,Unknown,363.12388148123586
53,Male,South,Married,Temporary Worker,High School,5,Current,2,0,750.2636304670027,True,True,8,False,False,3,False,496.59970378496575,378.7981044669666,281.3327912034923,49.0612808755469,4,47,2.8536790064020083,False,Unknown,382.74706671922246
61,Female,North,Single,Unemployed,None,5,Current,21,2,560.9822690552877,True,False,10,False,False,1,True,54.806111758619934,843.2144552558883,112.81767950825893,1.619298742167139,2,3,0.9096305523656182,False,Unemployed,479.2792085564114
21,Male,East,Married,Engineer,High School,2,Current,34,2,4064.4682887541467,False,True,50,True,False,5,False,47938.03338404486,910.9144804546441,6409.704820982778,98.25158947963672,1,56,4.454162012593979,True,Services,19.443875609143163
28,Female,West,Single,Entrepreneur,PhD,1,Current,118,2,38222.256676567435,False,True,41,True,False,18,False,831.5097485088546,7173.995955984878,4096.006606754299,88.00542200120816,0,326,4.926463132377489,False,Agriculture,27.378604744483177
45,Male,West,Married,Temporary Worker,High School,6,Savings,1,1,212.17922532874812,True,False,0,True,True,1,True,195.78181826176683,561.2002809819193,149.90262879820338,32.95306489823415,3,8,2.551471204627224,True,Unknown,175.45722465823044
24,Male,East,Married,Teacher,Masters,3,Current,96,4,28897.18254973498,False,True,29,True,True,15,True,13626.429009508212,8635.720412953708,2533.691468833714,88.87303407410981,1,131,4.960289474572795,False,Manufacturing,62.364409079711734
37,Male,East,Married,Doctor,Bachelors,3,Current,101,4,33901.05524922718,False,True,26,True,True,6,True,12312.772716139876,2816.3440229215676,9234.744322620882,85.90153928758406,1,73,4.0938604513133425,False,Services,99.70493758170733
43,Male,North,Married,Doctor,Bachelors,0,Savings,72,3,25934.337848697825,False,False,23,False,True,20,True,29099.507587707743,1242.4373665019707,5866.155912825447,94.61382808312814,0,253,4.081735277488915,True,Healthcare,86.25763832183304
63,Female,South,Married,Temporary Worker,High School,6,Current,12,1,113.83122961750148,True,True,9,False,True,2,False,180.58680756958563,198.528271152437,683.4710143136953,0.3445370713470175,2,58,0.4725670573829377,False,Retail,422.03088759209817
33,Male,South,Single,Temporary Worker,None,6,Savings,5,2,435.92135227350894,True,False,5,False,False,4,True,284.281234545803,932.5600925048753,464.487024271212,4.79213763111834,6,39,2.5839684452838827,False,Unknown,127.46893397192842
34,Male,East,Single,Technician,High School,1,Savings,6,2,956.8143868283039,True,False,9,False,True,2,True,365.0178784071416,146.96039134786153,537.1054623133181,20.251253952676883,2,54,2.116747885065352,False,Retail,419.0759435436402
56,Male,North,Married,Entrepreneur,Bachelors,0,Savings,43,2,23235.052532122514,False,False,49,True,True,15,False,37232.64026081749,1332.5620803141887,4244.355172002874,80.65826719897161,1,198,4.433915857314233,True,Healthcare,52.94261643502326
27,Female,West,Married,Teacher,Bachelors,3,Savings,104,3,21316.37255627552,False,True,25,True,True,13,False,28549.92100063549,3537.087084131214,3563.871926342398,99.77060884348401,1,193,4.936259905942147,False,Services,48.97961760270319
54,Male,South,Married,Doctor,Masters,2,Current,77,3,44126.59627621702,False,True,22,True,False,13,True,11999.25701881114,3888.188403027292,1907.9115875011892,90.7350384438849,0,327,4.046109776397699,True,Healthcare,13.665560646760387
55,Female,North,Married,Temporary Worker,None,6,Savings,9,2,949.9637195949824,True,False,8,True,True,1,False,190.7667220246198,419.21753903873883,630.1265541972789,38.77116980238609,7,56,0.06619148431688504,False,Retail,296.7241497440605
39,Female,West,Single,Unemployed,None,5,Current,12,0,48.23140906544155,True,True,10,False,True,1,False,327.82111247336815,223.06280328897466,531.5868282887247,40.32292897835946,2,57,2.939223983690179,False,Unemployed,239.31858475830165
46,Male,North,Married,Engineer,Bachelors,0,Current,52,1,15860.27774698837,False,True,27,True,False,6,True,9183.237443846529,1753.9995630623819,4349.284797925795,87.72490879429125,0,143,4.644788172610257,False,Manufacturing,62.82037713576087
18,Female,South,Single,Entrepreneur,PhD,4,Savings,53,2,18401.86933473172,False,True,48,True,True,18,False,21209.292787989063,6554.8285137120965,6870.915879157834,83.47985493489782,0,334,4.984874980165858,False,Agriculture,46.53665466878612
40,Male,East,Single,Engineer,PhD,2,Savings,39,3,45818.21100697783,False,False,44,True,True,18,False,17727.46933612017,6743.192886916312,8371.657383944312,89.21195428201594,1,151,4.123118594426784,True,Agriculture,28.257874295349417
29,Female,East,Single,Teacher,High School,1,Current,53,4,9751.578433653332,False,True,26,True,True,17,False,49109.170977490394,5942.377866178769,4003.122855397305,85.9649085602644,0,113,4.253460250954119,True,Healthcare,61.44830710165481
31,Male,South,Single,Unemployed,None,6,Savings,12,1,443.6927511378635,True,True,9,True,True,3,False,342.6755297406139,154.24536185371284,779.7908832921463,3.2280536000431015,7,25,0.09045013804034152,False,Unemployed,426.1527695750446
50,Female,East,Married,Teacher,High School,2,Current,61,3,41129.53698827247,False,True,31,True,True,11,True,8358.259705563585,1212.862718445112,8707.787835363235,83.46575219846378,0,35,4.4525426856231975,False,Agriculture,17.357022484413807
45,Female,South,Married,Temporary Worker,None,3,Savings,21,0,60.82835658247843,True,False,7,True,False,0,True,204.37314347365847,756.9866946375232,900.3550035593828,4.355150071509886,7,32,2.0274553364940333,False,Unknown,106.64014994403135
35,Female,West,Married,Teacher,PhD,0,Current,105,1,19619.847811317413,False,True,34,True,True,5,False,40409.519934493444,5821.515876721787,619.8994380351563,84.45161954017095,0,135,4.818413115895267,True,Agriculture,79.73735685461594
36,Male,North,Single,Doctor,High School,0,Current,94,3,26109.221952714215,False,True,49,True,True,9,False,45981.322090713526,8999.664305051487,2470.0810363699775,85.98848960837222,1,172,4.167164890680955,True,Agriculture,46.3189104586793
22,Female,West,Single,Technician,None,3,Current,10,1,746.8532449145699,True,False,7,True,False,3,True,267.918239917681,415.0356801445624,982.7699881257168,2.9716698810639253,9,36,0.47428167441184044,False,Unknown,350.555215991884
59,Male,North,Single,Technician,None,0,Current,12,2,739.9774939755403,True,False,9,False,True,0,False,144.6859960600852,810.0557049438706,400.16877614210347,30.417889767820956,8,26,0.29827900330220236,False,Retail,202.11667766975842
53,Female,North,Married,Doctor,Bachelors,0,Current,84,1,11734.13670436881,False,False,31,False,True,11,True,3532.2136307964106,234.72994280787262,3714.429081302008,81.50062404588714,1,170,4.785962513968,False,Manufacturing,61.999191124996415
44,Male,East,Married,Teacher,Bachelors,2,Current,103,5,33598.99003550952,False,True,41,True,True,6,True,28962.10183380946,864.5017226188778,2326.416163731197,95.69714952203118,0,30,4.651895600605235,True,Services,78.48853614261887
33,Female,North,Married,Entrepreneur,PhD,4,Current,59,1,8515.898035531518,False,True,50,True,False,20,False,37476.69918423437,8447.356467412987,8077.737912365767,83.70229138324936,0,111,4.9964939557409584,False,Agriculture,16.66214054967132
35,Female,South,Married,Engineer,Bachelors,1,Savings,54,5,1946.8511931699925,False,True,39,True,True,14,False,43791.18036339362,3611.668124817794,4106.767163946657,81.17016705925016,1,238,4.840058975189207,True,Services,47.814069570276
51,Female,West,Single,Temporary Worker,High School,5,Savings,6,1,575.9474600784182,True,True,8,False,True,2,True,217.07387360719045,373.6193615674439,459.97033644731766,7.093049325562966,8,9,2.330262781559763,False,Unemployed,348.1776259155613
45,Male,North,Married,Teacher,High School,1,Savings,41,1,44447.357907241116,False,True,42,True,True,12,True,12946.368849648175,1182.1668964485405,7436.258769700184,88.22970809120807,0,157,4.68998217764078,True,Agriculture,25.281909740898392
53,Male,East,Single,Technician,PhD,1,Savings,74,4,49759.736449612385,False,True,31,True,True,17,False,14252.975183563345,7271.450948225464,2725.702172758339,90.3186038094697,1,90,4.544353485625738,True,Manufacturing,54.81260855236562
29,Male,North,Single,Engineer,Bachelors,4,Savings,59,4,10508.70822856376,False,True,41,True,True,16,False,22354.730036075394,1901.3316117723846,1439.0997866139646,97.2891046066318,0,183,4.336739616066469,True,Services,87.50480339839065
28,Male,East,Single,Engineer,High School,2,Savings,76,5,28972.817872199183,False,True,43,True,True,10,True,46210.31416187071,3543.29863265304,1830.8198133690976,98.58994771982746,0,287,4.631027208120027,True,Manufacturing,40.37681908000218
31,Male,South,Married,Temporary Worker,None,5,Current,9,0,812.9928343899187,True,True,5,False,True,2,True,453.7294541069051,784.0081792595838,732.1396326530946,56.535155073279405,3,25,1.9690279174823977,False,Retail,354.16403069999
49,Female,East,Married,Entrepreneur,High School,0,Savings,96,3,41068.643970875586,False,True,41,True,True,14,True,9430.047934090906,6001.5915669027345,8146.484775829197,99.01468091671293,1,102,4.309863484830538,True,Services,65.13271149692389
63,Female,South,Married,Engineer,Masters,0,Savings,34,4,7327.629772235508,False,True,43,True,True,14,True,34810.63937431068,2427.8365315913,9338.539104898744,87.66745898958945,0,149,4.608494966874877,True,Services,56.31421977052384
65,Male,West,Married,Engineer,High School,4,Savings,29,5,3594.5097804071042,False,True,29,True,True,12,False,12352.5319711218,6049.338872248954,9768.485712462549,80.4932890363918,0,106,4.215465989907142,True,Healthcare,77.1209697206719
42,Female,North,Married,Temporary Worker,None,3,Current,23,2,603.0060750157204,True,True,7,False,False,0,False,282.55909782545984,149.68504921367355,176.69933627678458,24.853683229442495,2,23,2.4008889757578453,True,Unknown,141.94282612136323
35,Female,East,Single,Entrepreneur,Masters,1,Current,77,1,12987.722938179457,False,True,44,True,True,8,True,47863.63069728743,6461.975781602808,4433.664277174194,86.94630625725424,1,254,4.717519053082272,False,Manufacturing,47.36722662422527
19,Female,East,Married,Entrepreneur,Masters,3,Current,49,2,38570.32633866959,False,True,46,True,False,14,True,45564.98941085477,1872.266255616236,8367.569064895597,90.30270369812385,1,77,4.548992204432932,False,Agriculture,92.26356308293107
59,Male,North,Married,Engineer,PhD,2,Savings,43,4,24754.926895396795,False,True,34,True,True,20,False,12573.805507666082,2931.183926315153,8041.668889477081,96.86542827827292,1,329,4.056407351349586,True,Services,37.61885314199132
47,Male,East,Married,Teacher,Bachelors,3,Current,39,1,40296.066592743024,False,True,35,True,False,8,False,47518.320071502414,1693.0113664771084,657.414526519368,89.526627391926,1,145,4.689295621559398,True,Agriculture,20.79902198873848
25,Female,South,Single,Doctor,Bachelors,4,Current,76,1,8082.319037261821,False,True,47,True,False,5,True,4143.86665449153,8834.064942580855,9037.700853546115,95.27812763320748,1,209,4.7258339496118245,True,Healthcare,53.26127412299866
31,Female,North,Single,Temporary Worker,None,3,Current,7,1,223.59059585828157,True,False,5,False,False,5,False,490.83618538426316,577.5522642787167,960.3610105813149,20.26584487613773,8,24,0.5194668709131349,False,Unemployed,320.11735721775955
56,Female,East,Married,Doctor,High School,1,Current,112,2,47519.76326227577,False,True,26,True,True,17,False,27939.99215384533,9989.111143180307,1694.957120694026,92.07847013065079,1,315,4.643958052764124,False,Manufacturing,19.93311252380416
40,Female,South,Single,Teacher,PhD,3,Savings,75,5,29695.534086759017,False,False,47,False,True,10,False,34486.82188714496,9435.148220158444,8961.37590695976,86.65835653559947,0,195,4.298603892601596,False,Services,28.212760296582726
32,Female,South,Married,Engineer,PhD,0,Savings,64,4,2457.572043198076,False,True,33,True,True,14,True,40456.93782844125,3391.5845888650697,4249.825907476967,94.50826998451443,1,57,4.144943265538779,True,Manufacturing,28.468114549028407
52,Female,East,Single,Doctor,PhD,0,Savings,109,2,29625.115504867983,False,True,21,True,True,17,False,15284.342259261517,2549.4227498177397,5735.587360939932,88.18455422920148,0,180,4.848580482727997,True,Services,98.77313144404111
60,Male,West,Married,Teacher,Masters,0,Current,37,4,47332.658686965864,False,True,47,True,False,19,True,30440.708054275405,5872.469814028492,8530.308698267603,90.53782141994346,0,363,4.139354326315903,True,Healthcare,24.355101733861392
24,Female,South,Single,Engineer,Masters,1,Savings,32,4,15733.30621463439,False,True,46,True,True,10,True,45297.5928222061,4240.8226123564555,4502.424313378768,95.68087080516682,1,275,4.755194226684894,True,Services,82.53423259145995
28,Male,East,Single,Unemployed,None,0,Savings,6,2,63.62831626953991,True,False,6,False,False,1,False,204.6432277138074,985.4740515295179,770.2782501664432,11.818288304735896,9,35,2.6823798166616513,False,Unknown,401.5879287110951
33,Female,West,Married,Temporary Worker,None,4,Savings,13,1,520.5450167122805,True,False,8,True,False,3,True,227.8806009777319,24.194867555330735,628.2561594958871,50.88420101555257,2,40,2.8639324948926634,False,Retail,299.43794157954835
33,Female,South,Married,Entrepreneur,Masters,4,Current,62,3,28751.882616330942,False,True,39,True,True,20,True,9620.066074781455,9858.693345004884,2265.8310653826697,83.42676307690334,0,162,4.531481877473026,True,Healthcare,75.04503978409082
48,Female,North,Single,Teacher,Bachelors,2,Savings,113,1,25181.91807166362,False,True,41,False,True,20,False,4001.7276594869704,5144.000789838137,2751.330565762705,97.76500112006077,1,213,4.359353468406816,True,Healthcare,77.7175433475039
37,Female,North,Single,Technician,Bachelors,3,Savings,42,4,37320.10845684093,False,True,23,True,True,19,True,6425.130839239087,1534.7984776612948,1656.6446514812405,90.56628781179806,1,195,4.428709587658617,True,Agriculture,45.68261236269597
20,Male,North,Single,Engineer,PhD,1,Savings,95,5,44320.2195367183,False,True,21,True,True,5,False,33278.45984973212,709.8060300308414,4516.104419591982,91.54880128160532,0,114,4.905930738779586,True,Manufacturing,79.45031367241269
29,Female,South,Married,Temporary Worker,None,6,Savings,12,2,281.0197570647647,True,True,0,False,True,4,True,310.35172281153564,5.51622322920442,899.0252777538839,46.647677100055226,4,30,0.04208090050264768,False,Unemployed,459.2433218153651
59,Female,East,Married,Engineer,Bachelors,4,Current,112,5,28020.836849741667,False,True,23,False,True,20,True,673.27915651215,5740.785104261938,7649.548072546497,90.89753604964356,0,230,4.809508501070884,True,Services,77.10579419690701
56,Female,West,Single,Doctor,Bachelors,0,Current,105,2,27890.00751244284,False,True,20,True,True,9,True,21059.71478098475,3074.664208437227,6588.358189074534,98.68166052678113,1,226,4.380518104231412,False,Services,41.655429345602
54,Male,South,Married,Technician,PhD,3,Current,25,1,16939.633141138584,False,True,45,False,False,20,False,18930.226769404802,1400.9406562446661,5978.4257155557225,84.70459675087619,1,235,4.666050291772521,True,Healthcare,38.43021685034248
44,Male,West,Married,Entrepreneur,Masters,1,Savings,95,5,6122.818589105515,False,True,49,False,False,16,True,36461.26714221348,9805.531969839236,5855.541149415772,93.00426484663254,0,237,4.829996456005471,True,Agriculture,17.574102812797037
61,Female,West,Single,Temporary Worker,None,2,Savings,19,1,377.30107025247884,True,True,7,False,False,4,True,290.36503013345333,880.900744751454,835.4560626951491,23.365977562802453,5,13,0.323039024687794,False,Unemployed,493.49972507305233
47,Male,East,Married,Teacher,Masters,3,Current,94,1,43416.50658666539,False,True,43,True,True,10,False,16824.45631421882,6521.473929192725,9208.099963694287,99.35243108075363,1,243,4.254797840140576,False,Manufacturing,65.9264567706011
22,Female,West,Single,Engineer,Bachelors,0,Savings,115,4,2105.0513240667715,False,False,38,True,True,16,False,10653.477877710155,8452.815405308153,1988.289141999268,87.5605258754094,0,305,4.472432121577583,False,Healthcare,45.91453677015898
27,Female,East,Single,Unemployed,None,5,Current,24,2,352.51218140906195,True,True,2,False,False,0,True,128.80548409216937,89.77028423017386,359.1144413286196,37.4679643336784,2,53,1.3385305106459664,False,Unknown,236.54486024132848
38,Male,South,Married,Unemployed,High School,2,Current,8,1,887.0305713123084,True,False,8,False,False,3,True,215.60695451438306,349.2151206048598,310.6291231231311,6.93029169811272,3,37,2.8531386085976136,False,Unknown,217.9418742728048
26,Male,East,Married,Technician,High School,6,Current,10,0,744.6226289217798,True,False,6,True,False,2,True,244.9929322004783,294.57888201920014,262.54836734117225,13.25182148630085,8,44,1.9740117915359927,True,Retail,477.2339246715665
39,Female,East,Married,Technician,High School,5,Current,18,1,393.9807529624222,True,False,8,True,False,4,True,55.22389881299555,31.157406908560283,170.83826548922198,9.15663626455913,8,31,0.7582247400785262,True,Retail,394.6548636280889
57,Male,North,Married,Technician,None,3,Savings,4,1,100.71377250988378,True,False,4,False,False,1,False,58.22274540859945,595.5664620227761,185.03777204637328,13.768407040415749,2,30,0.5592655488330821,False,Unknown,351.135814340793
47,Female,South,Single,Engineer,Bachelors,4,Savings,48,4,4066.0978531169003,False,True,27,True,True,18,False,11989.285509922445,7021.393994866694,4890.304114858214,83.60813273274188,0,44,4.897719533342555,True,Healthcare,97.25156781486362
51,Male,North,Married,Technician,High School,6,Savings,16,2,83.37996143074378,True,True,1,False,False,0,False,178.62819261656955,711.4228147508304,159.8987323404003,32.48720362169845,6,24,0.18065748847148466,False,Unemployed,120.93293361310158
58,Female,East,Married,Engineer,Masters,1,Current,112,5,24924.22930941915,False,True,35,True,True,12,True,15111.670838677675,3188.9270936359053,2753.4173274535515,83.76566320739575,1,97,4.347835747368251,False,Manufacturing,59.2830324002554
60,Male,West,Married,Engineer,Masters,4,Savings,68,4,5267.862122157936,False,True,30,True,True,11,True,43178.11853044161,9970.900481673543,3224.51608917309,95.70718842617534,0,62,4.716430964711398,True,Services,78.91788405612024
49,Male,South,Married,Unemployed,High School,5,Savings,0,2,879.903901293987,True,False,2,False,True,3,True,117.94682249164212,998.4412691056781,11.704886014550997,19.35806600168256,6,26,1.3756682891474612,False,Unemployed,220.92325515443375
42,Female,West,Single,Entrepreneur,High School,0,Savings,118,5,41780.975538460916,False,True,28,False,True,9,True,13427.09784393798,1320.29664060106,5316.796455656149,87.65604333366159,0,180,4.862649700471614,True,Agriculture,85.38018799734634
65,Male,East,Married,Unemployed,None,6,Savings,23,2,829.4562275860465,True,True,8,False,True,4,True,48.40797993197776,912.5209682847698,662.6671012619912,40.68309377509238,2,52,1.9536369337144415,False,Unemployed,392.60851379466857
20,Female,East,Single,Temporary Worker,None,1,Current,1,0,853.9110725646589,True,False,9,True,True,3,False,425.96874518797046,461.68043583686693,674.6693000668485,52.238886786221975,10,35,0.45429913066516414,False,Unknown,177.264050408737
59,Male,East,Married,Entrepreneur,Bachelors,1,Current,85,1,27405.255024329326,False,False,49,True,True,19,True,14490.12593189976,2391.1476648360735,9492.500911674002,88.33360439926328,1,96,4.486369638849299,False,Services,58.25838955226315
27,Male,West,Married,Temporary Worker,High School,0,Current,14,1,19.575978489405067,True,True,4,False,True,3,False,113.86739984049493,278.3709578569734,601.9416269883849,26.014322855836504,10,41,0.2694690540539163,False,Unknown,125.45322587405883
42,Male,West,Married,Engineer,Bachelors,2,Savings,38,5,21824.63607421535,False,True,46,True,True,10,True,7199.046961048265,3958.8727191583002,2743.2300558456645,81.7262787406502,1,319,4.404587370732407,True,Agriculture,59.46142645794613
35,Female,North,Single,Unemployed,High School,2,Current,4,1,900.1343070702786,True,False,8,True,True,2,False,188.43146037477558,386.7569578107931,580.0327180530437,33.776835169891314,4,7,1.8000946856565423,False,Unknown,439.2329382405164
29,Male,South,Single,Entrepreneur,Masters,0,Current,100,2,15610.306555279258,False,True,41,True,True,5,True,18891.764949880715,8198.74368066375,6429.026638454759,88.76271259678737,0,137,4.791867659037101,True,Services,76.48634164538632
38,Female,East,Single,Entrepreneur,Bachelors,3,Current,51,2,38942.05565547655,False,True,44,True,True,8,True,46726.65783434642,5054.671768065147,7374.580218650129,83.16858284140439,1,158,4.120970030505587,True,Agriculture,43.1210226574374
53,Female,West,Married,Technician,Masters,0,Current,119,2,30190.33366565895,False,True,27,False,False,14,False,45742.45287195516,3529.058796041124,7297.247028468006,92.16846319041039,0,167,4.728094201265573,True,Services,30.352257918642202
47,Female,West,Married,Doctor,Masters,4,Savings,34,5,16262.083136966852,False,True,36,True,False,9,False,10413.767569505866,431.2224130589301,6521.418843395974,85.67108403790994,1,257,4.661859802070561,False,Services,84.38646558231753
61,Male,North,Single,Temporary Worker,High School,0,Savings,13,0,812.9014051352098,True,False,4,False,False,4,False,80.57820360733214,584.0450353662944,114.18393792812908,52.157552521855855,6,37,2.4768865378627134,True,Unemployed,422.2227481247503
49,Female,South,Single,Technician,High School,2,Current,111,5,35802.65714091363,False,True,21,False,True,9,False,8841.654973405197,9881.440655256178,6391.3235960185975,92.38817769366645,1,272,4.657550541725468,True,Services,30.149147392393356
49,Female,North,Single,Teacher,Masters,0,Current,91,3,37744.323801997554,False,True,37,True,True,7,True,10732.169815840052,5531.990347220149,2275.5241720609497,92.0772092116921,1,173,4.164131529805992,False,Manufacturing,24.689329893377053
33,Female,West,Single,Doctor,High School,2,Savings,49,5,11655.519428964984,False,True,40,True,True,9,True,27463.43072629775,4753.381314101344,4362.895230798497,82.01824088204808,0,61,4.45952749004956,True,Agriculture,49.00661621617549
61,Male,South,Married,Engineer,High School,4,Current,101,5,25108.918122959225,False,True,26,True,True,7,False,39223.416257061275,4446.045556708392,4228.705535279601,85.39464457079495,0,268,4.2006614371528626,True,Manufacturing,64.02767803847335
47,Male,East,Single,Teacher,Masters,2,Current,25,1,29227.288054292738,False,False,49,True,True,9,True,25303.750808557492,5269.398835330744,498.52005615945035,99.19209981939555,1,273,4.900507472880913,True,Healthcare,72.67417814363994
57,Female,East,Married,Unemployed,High School,2,Current,17,2,775.3463161252629,True,True,1,False,False,0,True,412.44556856047535,661.9029547896452,294.15991153992024,55.436415199850266,10,21,2.1108618820395724,False,Unemployed,240.62721451818635
41,Female,East,Married,Doctor,PhD,0,Savings,49,4,46135.59409012617,False,True,34,False,True,9,False,9163.336215319208,6451.618478475567,5617.412061443055,81.37558803559676,1,286,4.306559651318626,False,Services,41.38290094498722
53,Male,North,Married,Temporary Worker,None,1,Current,16,1,530.1101120534103,True,True,8,False,True,4,True,40.04735978656898,662.547801559625,259.7410558061165,44.588834476478105,3,34,2.554833016014605,False,Unemployed,307.6768235848482
45,Male,South,Married,Technician,High School,0,Current,72,5,17559.64456118951,False,True,41,True,True,14,False,22238.111612761728,8554.071348386775,7494.438873686722,92.18742877723385,1,342,4.524614769065779,False,Healthcare,67.9769834872273
